Category,Description,Material cost per unit,Labor cost per unit,Lump sum cost,Manhours per unit,Equipment cost per unit,Unit of measure,Crew code and detail,Crew Code
Concrete equipment rental,"Power trowel 36"", gas, with standard handle",707,,,,,Month,,
Concrete equipment rental,Bull float,17.5,,,,,Day,,
Concrete equipment rental,Bull float,50.6,,,,,Week,,
Concrete equipment rental,Bull float,119,,,,,Month,,
Concrete saw rental,"10 HP, push type",162,,,,,Day,,
Concrete saw rental,"10 HP, push type",398,,,,,Week,,
Concrete saw rental,"10 HP, push type",879,,,,,Month,,
Concrete saw rental,"20 HP, self propelled",222,,,,,Day,,
Concrete saw rental,"20 HP, self propelled",644,,,,,Week,,
Concrete saw rental,"20 HP, self propelled",1300,,,,,Month,,
Concrete saw rental,"37 HP, self propelled",298,,,,,Day,,
Concrete saw rental,"37 HP, self propelled",969,,,,,Week,,
Concrete saw rental,"37 HP, self propelled",2170,,,,,Month,,
Equipment rental,"Concrete bucket, bottom dump 1 CY",111,,,,,Day,,
Equipment rental,"Concrete bucket, bottom dump 1 CY",329,,,,,Week,,
Equipment rental,"Concrete bucket, bottom dump 1 CY",704,,,,,Month,,
Equipment rental,"Plaster mixer, gas, portable, 5 CF",117,,,,,Day,,
Equipment rental,"Plaster mixer, gas, portable, 5 CF",351,,,,,Week,,
Equipment rental,"Plaster mixer, gas, portable, 5 CF",723,,,,,Month,,
Concrete conveyor rental,All sizes,171,,,,,Day,,
Concrete conveyor rental,All sizes,623,,,,,Week,,
Concrete conveyor rental,All sizes,1810,,,,,Month,,
Equipment rental,"Vibrating screed, 16', single beam",105,,,,,Day,,
Equipment rental,"Vibrating screed, 16', single beam",336,,,,,Week,,
Equipment rental,"Vibrating screed, 16', single beam",725,,,,,Month,,
Equipment rental,"Column clamps, to 48"", per set",0,,,,,Day,,
Equipment rental,"Column clamps, to 48"", per set",0,,,,,Week,,
Equipment rental,"Column clamps, to 48"", per set",12.4,,,,,Month,,
Cable controlled crawler crane rental,45 ton,0,,,,,Day,,
Cable controlled crawler crane rental,45 ton,3850,,,,,Week,,
Cable controlled crawler crane rental,45 ton,10700,,,,,Month,,
Cable controlled crawler crane rental,60 ton,0,,,,,Day,,
Cable controlled crawler crane rental,60 ton,5740,,,,,Week,,
Cable controlled crawler crane rental,60 ton,12800,,,,,Month,,
Cable controlled crawler crane rental,100 ton (125 ton),2170,,,,,Day,,
Cable controlled crawler crane rental,100 ton (125 ton),6560,,,,,Week,,
Cable controlled crawler crane rental,100 ton (125 ton),21000,,,,,Month,,
Cable controlled crawler crane rental,150 ton,3190,,,,,Day,,
Cable controlled crawler crane rental,150 ton,9440,,,,,Week,,
Cable controlled crawler crane rental,150 ton,28800,,,,,Month,,
Cable controlled truck mounted lifting crane rental,50 ton,761,,,,,Day,,
Cable controlled truck mounted lifting crane rental,50 ton,2240,,,,,Week,,
Cable controlled truck mounted lifting crane rental,50 ton,7300,,,,,Month,,
Cable controlled truck mounted lifting crane rental,75 ton,968,,,,,Day,,
Cable controlled truck mounted lifting crane rental,75 ton,2890,,,,,Week,,
Cable controlled truck mounted lifting crane rental,75 ton,8750,,,,,Month,,
Cable controlled truck mounted lifting crane rental,100 ton,1400,,,,,Day,,
Cable controlled truck mounted lifting crane rental,100 ton,4210,,,,,Week,,
Cable controlled truck mounted lifting crane rental,100 ton,10900,,,,,Month,,
Hydraulic crane rental,"10 ton, gasoline",479,,,,,Day,,
Hydraulic crane rental,"10 ton, gasoline",1390,,,,,Week,,
Hydraulic crane rental,"10 ton, gasoline",4020,,,,,Month,,
Hydraulic crane rental,"17 ton, diesel",597,,,,,Day,,
Hydraulic crane rental,"17 ton, diesel",1690,,,,,Week,,
Hydraulic crane rental,"17 ton, diesel",4740,,,,,Month,,
Hydraulic crane rental,"35 ton, diesel",736,,,,,Day,,
Hydraulic crane rental,"35 ton, diesel",2500,,,,,Week,,
Hydraulic crane rental,"35 ton, diesel",7370,,,,,Month,,
Hydraulic crane rental,"50 ton, diesel",1630,,,,,Day,,
Hydraulic crane rental,"50 ton, diesel",4950,,,,,Week,,
Hydraulic crane rental,"50 ton, diesel",13900,,,,,Month,,
Clamshell bucket rental,"Rehandling type, 1 CY",0,,,,,Day,,
Clamshell bucket rental,"Rehandling type, 1 CY",411,,,,,Week,,
Clamshell bucket rental,"Rehandling type, 1 CY",1220,,,,,Month,,
Clamshell bucket rental,"General purpose, 2 CY",103,,,,,Day,,
Clamshell bucket rental,"General purpose, 2 CY",661,,,,,Week,,
Clamshell bucket rental,"General purpose, 2 CY",1730,,,,,Month,,
Dragline bucket rental,1 CY bucket,56.8,,,,,Day,,
Dragline bucket rental,1 CY bucket,140,,,,,Week,,
Dragline bucket rental,1 CY bucket,394,,,,,Month,,
Dragline bucket rental,2 CY bucket,109,,,,,Day,,
Dragline bucket rental,2 CY bucket,394,,,,,Week,,
Dragline bucket rental,2 CY bucket,819,,,,,Month,,
"Pile drivers, hammers rental","25,000 - 49,999 ft-lb",652,,,,,Day,,
"Pile drivers, hammers rental","25,000 - 49,999 ft-lb",2910,,,,,Week,,
"Pile drivers, hammers rental","25,000 - 49,999 ft-lb",5230,,,,,Month,,
"Pile drivers, hammers rental",75 - 99 tons vibratory,1600,,,,,Day,,
"Pile drivers, hammers rental",75 - 99 tons vibratory,3760,,,,,Week,,
"Pile drivers, hammers rental",75 - 99 tons vibratory,10200,,,,,Month,,
"Pile drivers, hammers rental","1,000 - 1,999 ft-lb extractor",0,,,,,Day,,
"Pile drivers, hammers rental","1,000 - 1,999 ft-lb extractor",928,,,,,Week,,
"Pile drivers, hammers rental","1,000 - 1,999 ft-lb extractor",2470,,,,,Month,,
Crawler mounted backhoe rental,3/8 CY backhoe,362,,,,,Day,,
Crawler mounted backhoe rental,3/8 CY backhoe,1280,,,,,Week,,
Crawler mounted backhoe rental,3/8 CY backhoe,3520,,,,,Month,,
Crawler mounted backhoe rental,3/4 CY backhoe,400,,,,,Day,,
Crawler mounted backhoe rental,3/4 CY backhoe,1450,,,,,Week,,
Crawler mounted backhoe rental,3/4 CY backhoe,3370,,,,,Month,,
Crawler mounted backhoe rental,1-1/2 CY backhoe,445,,,,,Day,,
Crawler mounted backhoe rental,1-1/2 CY backhoe,1400,,,,,Week,,
Crawler mounted backhoe rental,1-1/2 CY backhoe,4180,,,,,Month,,
Crawler mounted backhoe rental,2 CY backhoe,687,,,,,Day,,
Crawler mounted backhoe rental,2 CY backhoe,2100,,,,,Week,,
Crawler mounted backhoe rental,2 CY backhoe,5000,,,,,Month,,
Crawler mounted backhoe rental,2-1/2 CY backhoe,754,,,,,Day,,
Crawler mounted backhoe rental,2-1/2 CY backhoe,2470,,,,,Week,,
Crawler mounted backhoe rental,2-1/2 CY backhoe,6740,,,,,Month,,
Crawler mounted backhoe rental,"3 CY backhoe
",1010,,,,,Day,,
Crawler mounted backhoe rental,"3 CY backhoe
",3140,,,,,Week,,
Crawler mounted backhoe rental,"3 CY backhoe
",8580,,,,,Month,,
Wheel mounted backhoe/loader rental,"1/2 CY bucket capacity, 55 HP",272,,,,,Day,,
Wheel mounted backhoe/loader rental,"1/2 CY bucket capacity, 55 HP",838,,,,,Week,,
Wheel mounted backhoe/loader rental,"1/2 CY bucket capacity, 55 HP",1940,,,,,Month,,
Wheel mounted backhoe/loader rental,"1 CY bucket capacity, 65 HP",253,,,,,Day,,
Wheel mounted backhoe/loader rental,"1 CY bucket capacity, 65 HP",779,,,,,Week,,
Wheel mounted backhoe/loader rental,"1 CY bucket capacity, 65 HP",2350,,,,,Month,,
Wheel mounted backhoe/loader rental,"1-1/4 CY bucket capacity, 75 HP",247,,,,,Day,,
Wheel mounted backhoe/loader rental,"1-1/4 CY bucket capacity, 75 HP",829,,,,,Week,,
Wheel mounted backhoe/loader rental,"1-1/4 CY bucket capacity, 75 HP",2290,,,,,Month,,
Wheel mounted backhoe/loader rental,"1-1/2 CY bucket capacity, 100 HP",439,,,,,Day,,
Wheel mounted backhoe/loader rental,"1-1/2 CY bucket capacity, 100 HP",1210,,,,,Week,,
Wheel mounted backhoe/loader rental,"1-1/2 CY bucket capacity, 100 HP",3100,,,,,Month,,
Wheel mounted backhoe/loader rental,Mounted with 750-lb. breaker,575,,,,,Day,,
Wheel mounted backhoe/loader rental,Mounted with 750-lb. breaker,2000,,,,,Week,,
Wheel mounted backhoe/loader rental,Mounted with 750-lb. breaker,5970,,,,,Month,,
Wheel mounted backhoe/loader rental,"Mounted with 2,000-lb. breaker",853,,,,,Day,,
Wheel mounted backhoe/loader rental,"Mounted with 2,000-lb. breaker",3230,,,,,Week,,
Wheel mounted backhoe/loader rental,"Mounted with 2,000-lb. breaker",8990,,,,,Month,,
Crawler dozer rental,"65 HP, D-3",503,,,,,Day,,
Crawler dozer rental,"65 HP, D-3",1520,,,,,Week,,
Crawler dozer rental,"65 HP, D-3",4240,,,,,Month,,
Crawler dozer rental,"90-105 HP, D-4 or D-5",703,,,,,Day,,
Crawler dozer rental,"90-105 HP, D-4 or D-5",1910,,,,,Week,,
Crawler dozer rental,"90-105 HP, D-4 or D-5",5270,,,,,Month,,
Crawler dozer rental,"140 HP, D-6",959,,,,,Day,,
Crawler dozer rental,"140 HP, D-6",2730,,,,,Week,,
Crawler dozer rental,"140 HP, D-6",7920,,,,,Month,,
Crawler dozer rental,"200 HP, D-7",1410,,,,,Day,,
Crawler dozer rental,"200 HP, D-7",4030,,,,,Week,,
Crawler dozer rental,"200 HP, D-7",11700,,,,,Month,,
Crawler dozer rental,"335 HP, D-8",1900,,,,,Day,,
Crawler dozer rental,"335 HP, D-8",5830,,,,,Week,,
Crawler dozer rental,"335 HP, D-8",17800,,,,,Month,,
Crawler dozer rental,"460 HP, D-9",4090,,,,,Day,,
Crawler dozer rental,"460 HP, D-9",9600,,,,,Week,,
Crawler dozer rental,"460 HP, D-9",28700,,,,,Month,,
Crawler loader rental,3/4 CY loader,400,,,,,Day,,
Crawler loader rental,3/4 CY loader,1450,,,,,Week,,
Crawler loader rental,3/4 CY loader,3370,,,,,Month,,
Crawler loader rental,1-1/2 CY loader,445,,,,,Day,,
Crawler loader rental,1-1/2 CY loader,1400,,,,,Week,,
Crawler loader rental,1-1/2 CY loader,4180,,,,,Month,,
Crawler loader rental,2 CY loader,687,,,,,Day,,
Crawler loader rental,2 CY loader,2100,,,,,Week,,
Crawler loader rental,2 CY loader,5000,,,,,Month,,
Hydraulic excavator rental,.2 - .4 CY bucket,628,,,,,Day,,
Hydraulic excavator rental,.2 - .4 CY bucket,1830,,,,,Week,,
Hydraulic excavator rental,.2 - .4 CY bucket,4190,,,,,Month,,
Hydraulic excavator rental,.4 - .6 CY bucket,591,,,,,Day,,
Hydraulic excavator rental,.4 - .6 CY bucket,1760,,,,,Week,,
Hydraulic excavator rental,.4 - .6 CY bucket,4020,,,,,Month,,
Hydraulic excavator rental,.6 - .8 CY bucket,570,,,,,Day,,
Hydraulic excavator rental,.6 - .8 CY bucket,1760,,,,,Week,,
Hydraulic excavator rental,.6 - .8 CY bucket,5080,,,,,Month,,
Gradall rental,3/4 CY bucket,1120,,,,,Day,,
Gradall rental,3/4 CY bucket,3360,,,,,Week,,
Gradall rental,3/4 CY bucket,9720,,,,,Month,,
Gradall rental,1 CY bucket,1370,,,,,Day,,
Gradall rental,1 CY bucket,5980,,,,,Week,,
Gradall rental,1 CY bucket,17800,,,,,Month,,
Front end loader (Skiploader),40-hp,177,,,,,Day,,
Front end loader (Skiploader),40-hp,605,,,,,Week,,
Front end loader (Skiploader),40-hp,1590,,,,,Month,,
Front end loader (Skiploader),60-hp,309,,,,,Day,,
Front end loader (Skiploader),60-hp,1010,,,,,Week,,
Front end loader (Skiploader),60-hp,2390,,,,,Month,,
Front end loader (Skiploader),80-hp,347,,,,,Day,,
Front end loader (Skiploader),80-hp,1010,,,,,Week,,
Front end loader (Skiploader),80-hp,2420,,,,,Month,,
Skid steer loaders,"Bobcat 643, 1,000-lb capacity",272,,,,,Day,,
Skid steer loaders,"Bobcat 643, 1,000-lb capacity",949,,,,,Week,,
Skid steer loaders,"Bobcat 643, 1,000-lb capacity",2170,,,,,Month,,
Skid steer loaders,"Bobcat 753, 1,350-lb capacity",267,,,,,Day,,
Skid steer loaders,"Bobcat 753, 1,350-lb capacity",857,,,,,Week,,
Skid steer loaders,"Bobcat 753, 1,350-lb capacity",1900,,,,,Month,,
Skid steer loaders,"Bobcat 763, 1,750-lb capacity",326,,,,,Day,,
Skid steer loaders,"Bobcat 763, 1,750-lb capacity",949,,,,,Week,,
Skid steer loaders,"Bobcat 763, 1,750-lb capacity",2150,,,,,Month,,
Skid steer loaders,"Bobcat 863, 1,900-lb capacity",317,,,,,Day,,
Skid steer loaders,"Bobcat 863, 1,900-lb capacity",958,,,,,Week,,
Skid steer loaders,"Bobcat 863, 1,900-lb capacity",2250,,,,,Month,,
Skid steer attachments,Auger,171,,,,,Day,,
Skid steer attachments,Auger,545,,,,,Week,,
Skid steer attachments,Auger,989,,,,,Month,,
Skid steer attachments,Hydraulic breaker,213,,,,,Day,,
Skid steer attachments,Hydraulic breaker,624,,,,,Week,,
Skid steer attachments,Hydraulic breaker,1830,,,,,Month,,
Skid steer attachments,Backhoe,139,,,,,Day,,
Skid steer attachments,Backhoe,318,,,,,Week,,
Skid steer attachments,Backhoe,1280,,,,,Month,,
Skid steer attachments,Sweeper,173,,,,,Day,,
Skid steer attachments,Sweeper,420,,,,,Week,,
Skid steer attachments,Sweeper,939,,,,,Month,,
Skid steer attachments,Grapple bucket,68.1,,,,,Day,,
Skid steer attachments,Grapple bucket,190,,,,,Week,,
Skid steer attachments,Grapple bucket,554,,,,,Month,,
Wheel loader rental,"3/4 CY bucket, 4WD, articulated",226,,,,,Day,,
Wheel loader rental,"3/4 CY bucket, 4WD, articulated",771,,,,,Week,,
Wheel loader rental,"3/4 CY bucket, 4WD, articulated",2200,,,,,Month,,
Wheel loader rental,"1 CY bucket, 4WD, articulated",399,,,,,Day,,
Wheel loader rental,"1 CY bucket, 4WD, articulated",1160,,,,,Week,,
Wheel loader rental,"1 CY bucket, 4WD, articulated",3250,,,,,Month,,
Wheel loader rental,"3-1/4 CY bucket, 4WD, articulated",650,,,,,Day,,
Wheel loader rental,"3-1/4 CY bucket, 4WD, articulated",1840,,,,,Week,,
Wheel loader rental,"3-1/4 CY bucket, 4WD, articulated",4860,,,,,Month,,
Wheel loader rental,"5 CY bucket, 4WD, articulated",966,,,,,Day,,
Wheel loader rental,"5 CY bucket, 4WD, articulated",1640,,,,,Week,,
Wheel loader rental,"5 CY bucket, 4WD, articulated",7520,,,,,Month,,
Motor scraper-hauler rental,"Under 18 CY capacity, single engine",2400,,,,,Day,,
Motor scraper-hauler rental,"Under 18 CY capacity, single engine",6600,,,,,Week,,
Motor scraper-hauler rental,"Under 18 CY capacity, single engine",18400,,,,,Month,,
Motor scraper-hauler rental,"18 CY and over, single engine",2840,,,,,Day,,
Motor scraper-hauler rental,"18 CY and over, single engine",9070,,,,,Week,,
Motor scraper-hauler rental,"18 CY and over, single engine",26900,,,,,Month,,
Motor scraper-hauler rental,"Under 18 CY capacity, Two engine",3460,,,,,Day,,
Motor scraper-hauler rental,"Under 18 CY capacity, Two engine",9870,,,,,Week,,
Motor scraper-hauler rental,"Under 18 CY capacity, Two engine",28600,,,,,Month,,
Motor scraper-hauler rental,"18 CY and over, Two engine",2140,,,,,Day,,
Motor scraper-hauler rental,"18 CY and over, Two engine",7870,,,,,Week,,
Motor scraper-hauler rental,"18 CY and over, Two engine",27400,,,,,Month,,
Grader rental,100 HP,789,,,,,Day,,
Grader rental,100 HP,2230,,,,,Week,,
Grader rental,100 HP,6270,,,,,Month,,
Grader rental,150 HP,1070,,,,,Day,,
Grader rental,150 HP,3230,,,,,Week,,
Grader rental,150 HP,11100,,,,,Month,,
Grader rental,200 HP,1480,,,,,Day,,
Grader rental,200 HP,4730,,,,,Week,,
Grader rental,200 HP,14100,,,,,Month,,
Trencher rental,"15 HP, 12"" wide, 48"" max. depth, walking",255,,,,,Day,,
Trencher rental,"15 HP, 12"" wide, 48"" max. depth, walking",740,,,,,Week,,
Trencher rental,"15 HP, 12"" wide, 48"" max. depth, walking",2030,,,,,Month,,
Trencher rental,"20 HP, 12"" wide, 60"" max. depth, riding",389,,,,,Day,,
Trencher rental,"20 HP, 12"" wide, 60"" max. depth, riding",1160,,,,,Week,,
Trencher rental,"20 HP, 12"" wide, 60"" max. depth, riding",2360,,,,,Month,,
Trencher rental,"55 HP, 18"" wide, 96"" max. depth, riding",493,,,,,Day,,
Trencher rental,"55 HP, 18"" wide, 96"" max. depth, riding",1660,,,,,Week,,
Trencher rental,"55 HP, 18"" wide, 96"" max. depth, riding",3340,,,,,Month,,
Trencher rental,"100 HP, 24"" x 96"" deep, crawler mount",1980,,,,,Day,,
Trencher rental,"100 HP, 24"" x 96"" deep, crawler mount",5710,,,,,Week,,
Trencher rental,"100 HP, 24"" x 96"" deep, crawler mount",15300,,,,,Month,,
Trencher rental,"Trenching shields, steel, 8' high x 12' long Single wall",168,,,,,Day,,
Trencher rental,"Trenching shields, steel, 8' high x 12' long Single wall",434,,,,,Week,,
Trencher rental,"Trenching shields, steel, 8' high x 12' long Single wall",1280,,,,,Month,,
Trencher rental,"Hydraulic trench braces, 8' long, to 42"" wide",29.9,,,,,Day,,
Trencher rental,"Hydraulic trench braces, 8' long, to 42"" wide",85.6,,,,,Week,,
Trencher rental,"Hydraulic trench braces, 8' long, to 42"" wide",261,,,,,Month,,
Truck-mounted wagon drill rental,"4"" drifter, straight boom",744,,,,,Day,,
Truck-mounted wagon drill rental,"4"" drifter, straight boom",1970,,,,,Week,,
Truck-mounted wagon drill rental,"4"" drifter, straight boom",5370,,,,,Month,,
Truck-mounted wagon drill rental,"4-1/2"" drifter, hydraulic swing boom",1140,,,,,Day,,
Truck-mounted wagon drill rental,"4-1/2"" drifter, hydraulic swing boom",3530,,,,,Week,,
Truck-mounted wagon drill rental,"4-1/2"" drifter, hydraulic swing boom",10000,,,,,Month,,
Truckrental,1-1/2 ton truck,125,,,,,Day,,
Truckrental,1-1/2 ton truck,372,,,,,Week,,
Truckrental,1-1/2 ton truck,1110,,,,,Month,,
Truckrental,Flatbed with boom,699,,,,,Day,,
Truckrental,Flatbed with boom,2150,,,,,Week,,
Truckrental,Flatbed with boom,6180,,,,,Month,,
Dump truck rental,3 CY,479,,,,,Day,,
Dump truck rental,3 CY,1260,,,,,Week,,
Dump truck rental,3 CY,2460,,,,,Month,,
Dump truck rental,5 CY,507,,,,,Day,,
Dump truck rental,5 CY,1340,,,,,Week,,
Dump truck rental,5 CY,3870,,,,,Month,,
Dump truck rental,10 CY,1070,,,,,Day,,
Dump truck rental,10 CY,3370,,,,,Week,,
Dump truck rental,10 CY,4270,,,,,Month,,
Dump truck rental,25 CY off highway,0,,,,,Day,,
Dump truck rental,25 CY off highway,5320,,,,,Week,,
Dump truck rental,25 CY off highway,15400,,,,,Month,,
Rough terrain forklift rental,"4,000 lb capacity",318,,,,,Day,,
Rough terrain forklift rental,"4,000 lb capacity",888,,,,,Week,,
Rough terrain forklift rental,"4,000 lb capacity",2260,,,,,Month,,
Rough terrain forklift rental,"8,000 lb capacity",461,,,,,Day,,
Rough terrain forklift rental,"8,000 lb capacity",1160,,,,,Week,,
Rough terrain forklift rental,"8,000 lb capacity",2620,,,,,Month,,
Extension boom rental,"4,000 lb, 30' lift",570,,,,,Day,,
Extension boom rental,"4,000 lb, 30' lift",1210,,,,,Week,,
Extension boom rental,"4,000 lb, 30' lift",2590,,,,,Month,,
Extension boom rental,"6,000 lb, 35' lift",546,,,,,Day,,
Extension boom rental,"6,000 lb, 35' lift",1480,,,,,Week,,
Extension boom rental,"6,000 lb, 35' lift",3010,,,,,Month,,
Extension boom rental,"8,000 lb, 40' lift, 4 wheel steering",658,,,,,Day,,
Extension boom rental,"8,000 lb, 40' lift, 4 wheel steering",1610,,,,,Week,,
Extension boom rental,"8,000 lb, 40' lift, 4 wheel steering",3140,,,,,Month,,
Rolling scissor lift rental,30' high,369,,,,,Day,,
Rolling scissor lift rental,30' high,706,,,,,Week,,
Rolling scissor lift rental,30' high,1210,,,,,Month,,
Rolling scissor lift rental,40' high,432,,,,,Day,,
Rolling scissor lift rental,40' high,1090,,,,,Week,,
Rolling scissor lift rental,40' high,2060,,,,,Month,,
Rolling scissor lift rental,50' high,631,,,,,Day,,
Rolling scissor lift rental,50' high,1600,,,,,Week,,
Rolling scissor lift rental,50' high,3180,,,,,Month,,
Electric rolling scissor lift rental,To 20',181,,,,,Day,,
